biowenger_name,biowenger_team,supabase_player_id,precio,similarity
Jon Karrikaburu,Real Sociedad,dqiuqhsqsayvldfazfnp8d46i,7,1.0
Hugo Álvarez,Celta,daid84a2zbh8rasleahdp8nis,10,1.0
Kiko Femenia,Getafe,6wpnjdlg2p8f19y3gjpz1su6t,10,1.0
Dani Parejo,Villarreal,c29mprqv2ulztd22b6uckczx1,19,1.0
Alex Forés,Real Oviedo,cw9754xmqdnskeswigkl7u5ii,7,1.0
David Soria,Getafe,vota9gwygxp3wc998tl7ldxx,14,1.0
Víctor Valdepeñas,Real Madrid,3pxte13sf3ybzb3cgvim1tqtw,7,0.7906976744186046
Borja Mayoral,Getafe,52e2ogoex674bz6pcwluapdxx,13,1.0
José Luis Morales,Levante,9y7202khwzb48ea7im646m11x,9,1.0
Federico Gattoni,Sevilla,8wwn9qai1bpesujve04sb225m,8,0.8
Oriol Rey,Levante,a91clevckra05nq55e1ztezmd,8,1.0
Domingos Duarte,Getafe,cue88fm1v1ysfuwhql68czydx,9,1.0
Denis Suárez,Alavés,28psc296gj3umo59qqha8jil1,7,1.0
Alberto Risco,Getafe,6j8k3j0qp5zy19mwpmgx0l990,7,1.0
Federico Redondo,Elche,b8yk8yve4u39s9gjjvedzf6l0,12,0.8205128205128205
Diego Rico,Getafe,dkt9892ixwnz1bkmgileo71sl,11,1.0
Gerard Moreno,Villarreal,2biwwlvzgsu5kmyw5w1adpmtx,16,1.0
Eric Bailly,Real Oviedo,9jw0h4escxh3eqz8oh860r3yt,7,0.8421052631578947
Luka Ilic,Real Oviedo,65je30iyno0ea0yylc355o3jd,7,0.8888888888888888
Ovie Ejaria,Real Oviedo,135s5jb8qkcap8ec8cv47p9sl,7,0.8421052631578947
Dakonam Djené,Getafe,9see13i1f0n1ju4uhs8sijutx,10,0.6666666666666666
Alfonso Pedraza,Villarreal,eh70fwampgdyfv3hu25o2qx,9,1.0
Eray Cömert,Valencia,5uig03vbbv71f0q31cp3vfbv9,10,0.8421052631578947
Mauro Arambarri,Getafe,5gorfhj7uwpomrhlso1krxrkl,22,0.8461538461538461
Carles Aleñá,Alavés,eiqt71z69beq7akuhot0foset,10,1.0
Santi Comesaña,Villarreal,b5rea5r4h8bclpenau2au142x,18,1.0
Nicolás Fonseca,Real Oviedo,kswz5xg9b8d2zzslpfxpn7fu,7,1.0
Gonçalo Guedes,Real Sociedad,7pmigpf4yfi6dfih8e1ogdwb9,20,1.0
Luis Milla,Getafe,ch1lxxbn01at4jmkafy4uevh1,19,1.0
Kylian Mbappé,Real Madrid,5e9ilgrz3tzg9kd1gk3yvrahh,70,0.7878787878787878
Diego Javier Llorente,Betis,9ao7l82r1xd2rjnvv5u6plcr9,12,0.8936170212765957
Wojciech Szczesny,Barcelona,6ofu6yc2qwp5ii9cerdq1tk9h,14,0.7804878048780488
Adrián de la Fuente,Levante,49230s4p4daocrftccqqbeqjt,8,1.0
Ilaix Moriba,Celta,64ctdbd0w5ikj0fkcuu9jdbhm,13,0.8
Toni Martinez,Alavés,1nd8l0ofw9x779c0ufwbbo4ph,8,1.0
Juan Iglesias,Getafe,5lzbyj5i0cotpry4gneap8c89,12,1.0
Álex Baena,Atlético,5zoz3mjooujpv0wdcphyrztd6,38,1.0
Diego Pampín,Levante,bqb9wziyiw0rngildx44uhxbd,8,1.0
Juan Musso,Atlético,7drgir9lcwfst8vxz07jboe6t,9,0.8235294117647058
Arkaitz Mariezkurrena,Real Sociedad,66l9n4gqc4aau3bpc0qtpta8k,7,1.0
Juan Foyth,Villarreal,5soi8e2hlk77rlsbsl76hg3xl,17,0.8235294117647058
Chidera Ejuke,Sevilla,6ufkq71qh9wrfyaez5yi94e09,9,1.0
Dean Huijsen,Real Madrid,d2hnxi1yi5rgqj1tvxh1813x0,23,1.0
José Ángel Carmona,Sevilla,6jq376l673aizjxxhhos2j52i,11,1.0
Alexander Sorloth,Atlético,6akzpi6rd6qq0ke07ojnhpoet,32,1.0
Trent Alexander-Arnold,Real Madrid,19z8jmren3eytg7fbuzqv73kl,33,0.9
Ilias Akhomach,Rayo,73jvx4opw9wvawwpg0bnt8ay2,12,0.8333333333333334
Yoel Lago,Celta,6q341ss6es4r2m1o5s5e80nbo,7,1.0
Ademola Lookman,Atlético,8d04q3yp2kouwog0lj0s7ew2x,34,0.8
Ramón Terrats,Espanyol,20ebw399jhbq0i5x2eacrrs6i,12,1.0
Raul Moro,Osasuna,6km3r9cspyz7g6343o9mri63u,8,1.0
Carlos Romero,Espanyol,5djkwcoflvxcv5oida6txfyp6,12,1.0
Pau Cabanes,Villarreal,6qlpnu6rv60qui02axtaii8lw,7,1.0
Álvaro Fidalgo,Betis,733ho2s9aqwwxzbqfiia3b7bp,11,0.782608695652174
Eric Garcia,Barcelona,4ggz7e009bq3yltc9o6mifbah,18,1.0
Allan Nyom,Getafe,6lz4bncnjfcm7wrtuiovguv2t,7,0.7692307692307693
Tete Morente,Elche,1i9mqbswolg91evnmsrf5katx,7,1.0
Adrián San Miguel,Betis,2r4ox2h5r7doo3ys9ynm2nbo5,9,0.723404255319149
Juan Carlos Martín,Girona,4wbwcfbeokv5j4nuudbxgaw2d,8,0.8372093023255814
Dani Olmo,Barcelona,4gq1u1mqg0qzekh1u5djleeax,37,1.0
David López,Girona,4o0ei8wawffrg2hvnbmcxipxx,11,1.0
Germán Valera,Elche,5mgmcero3ui4a24v1w1upx3sa,8,1.0
Marc Vidal,Celta,b9gvtejjtt3vqukvdeuuo1eqx,7,1.0
Cristian Portu,Girona,5l6e9nd0defapk1w2ucndowr9,9,0.6666666666666666
Carlos Martín,Rayo,c90gk99jn34wxtlad784hpnv8,8,1.0
Christian Stuani,Girona,6navc0x6p4yqy76zyo3zocwr9,12,0.6666666666666666
Iván Martín,Girona,9um7x9zd0e000zt57l3yearqh,11,1.0
Santiago Mouriño,Villarreal,albt55j4oir1veynmos532psk,11,0.72
Fran González,Real Madrid,42mke5h9m4g7idv9q6ltuhkwk,7,1.0
Yangel Herrera,Real Sociedad,c320492cbp1otejfp1i1oane1,17,0.782608695652174
Clément Lenglet,Atlético,3gsprcdyogabeb8lr2y0bmytx,12,0.75
Paulo Gazzaniga,Girona,eavhyxb9dfjh0jp5yzg8p8udx,12,0.8461538461538461
David López,Mallorca,3v254jhofauiadp9vzb7rb21g,7,1.0
Arnau Martínez,Girona,2nq5nzq35tfwc7po29dtwqp78,13,1.0
Pablo Torre,Mallorca,5kodjbsarkql4vhs126p2vhwq,9,1.0
Marc Casadó,Barcelona,3hht0os2uzu234yq550i3fbe2,16,1.0
Joel Roca,Girona,25h51j4zz5m180na6sy5ybbpw,7,1.0
Viktor Tsygankov,Girona,3auwtiburdxrp2i5me2d97f11,22,1.0
Daley Blind,Girona,3kx4mltrob4yta5g6kr2u8ic5,12,1.0
Ibrahim Diabate,Alavés,4psxc0t1nm2o7a984utuzwciy,8,0.7894736842105263
Sergio Carreira,Celta,5tc1y5n3h4ties7gbc3zd9j6y,10,1.0
Miguel Román,Celta,a39ntr1ek9aavke18yucd0r2s,8,1.0
Obed Vargas,Atlético,q00t04zyy8idanvhpee3ubu2,10,0.8421052631578947
Tajon Buchanan,Villarreal,acx78ftnm61hm01wpmme77hbe,11,0.8333333333333334
Matías Vecino,Celta,9462218yklkts6mod3cbfryz9,9,0.7878787878787878
Aarón Escandell,Real Oviedo,1j75xt37w8q04ixbyjwhtfh05,9,1.0
Maroan Sannadi,Athletic,by8xbw0rb239l1x4b0t33tpn8,11,0.782608695652174
Buba Sangaré,Elche,anzk8a183bh3gf3gcuz0v0tuc,7,1.0
Donny van de Beek,Girona,6gruusc463fdln5uz1uzhne8l,10,1.0
Julián Álvarez,Atlético,9ikkuxd19avliz1khcrm82gyy,47,1.0
Veljko Birmancevic,Getafe,b3xdln1shzyzwkhzdmbb2fqax,8,0.8888888888888888
Peque,Sevilla,6ufkq71qh9wrfyaez5yi94e09,8,0.6
Thiago Borbas,Real Oviedo,7zilisi5cnkmr30dhdful2r1m,8,0.7619047619047619
Zito Luvumbo,Mallorca,e0gv5rugqtsipy89z4rk7hsoa,8,1.0
Urko Izeta,Athletic,43sv2qpco7dsobxna7z9dugyy,8,1.0
Victor Parada,Alavés,6azcxbumsgd8es7mcd9b3t94a,7,1.0
Nicolás González,Atlético,eh1ul4duphy1iz4odwx9tkjjd,35,0.8648648648648649
Kareem Tunde,Levante,20s72mrpp0gl3hd333zaows2c,7,1.0
Javi Muñoz,Getafe,aohmwqhdb8hlp5lvqboh0t5g5,11,1.0
Sofyan Amrabat,Betis,4kfx8fzf54bli2a2o0i3fvhed,18,1.0
Ilyas Chaira,Real Oviedo,60b3ef904dyvuh61cgkajcley,8,0.8275862068965517
Javi Rueda,Celta,75xbiozismh96vufhrhkng4mi,7,1.0
Abu Kamara,Getafe,73mz7xafzid0mvbi59kb9u0dm,11,0.8888888888888888
Álvaro Valles,Betis,routhh0ialijcg3egagouig9,10,1.0
Vladyslav Vanat,Girona,32ofi0z0euiqvxt5jk8o1uzxm,27,1.0
Jiri Letácek,Getafe,6bdn7qrzqxuurt39t5j6mooo9,8,0.8333333333333334
Ismael Bekhoucha,Getafe,5oto675vo4ugk7nm22q4vkhsk,7,0.8205128205128205
Sergi Cardona,Villarreal,4x854vpovag131b2kdutv4qju,14,1.0
Raúl Asencio,Real Madrid,atj6u4qul0o2ca57etbmes07o,17,1.0
Sergio Gómez,Real Sociedad,d4tdx2ctadv6kc3tbq4as8bmx,20,1.0
Pablo García,Betis,5lsx1d5uu8hu6x6a2eocqhvys,7,1.0
Carlos Soler,Real Sociedad,dsmcqfl0e1be4ag7czbnolo15,13,1.0
Alberto Moleiro,Villarreal,1qkneebzln8byl9td2aswznmy,23,1.0
Calebe Gonçalves,Alavés,evyeubmelkx90xby5p9i38woa,8,0.64
Marc Pubill,Atlético,d0kzduhj90areaill2gvvw6xg,10,1.0
Batista Mendy,Sevilla,boa0e436nc3u53cumlao9ulex,13,0.7647058823529411
Jonny Castro,Alavés,7wzwqegxhekjwq361dd2nidp1,10,0.6875
Karl Etta Eyong,Levante,bl3o0pt262qax5cwv4jeu82s4,8,0.8888888888888888
David Hancko,Atlético,1vyh50nfaq2kq5pmivpkc1psl,24,1.0
Alexis Sánchez,Sevilla,vl1b0gayryiqvl5dlukpmswl,18,0.782608695652174
Marcus Rashford,Barcelona,604osk9a3lxpfpkavuziqmn6x,36,1.0
Fábio Cardoso,Sevilla,3enoici51osego5k1w41fuaqd,11,1.0
Lucas Beltrán,Valencia,a6ud2u88utl6khwf0c4qbdox6,17,0.8181818181818182
Sergi Darder,Mallorca,7xmaybxu4zd5k338bi3drkxcl,19,1.0
Georges Mikautadze,Villarreal,8bvn7mn5tjfj3l2bnpvm75gmi,38,1.0
Paco Cortés,Levante,6w641bd5laym8cnxg6mecsmqc,7,1.0
Antonio Raíllo,Mallorca,9dewnn65ylruq567thg7ebqhh,17,1.0
Iván Cuéllar,Mallorca,e1izszvhlcdpmnjzzd73cnidx,7,0.7058823529411765
Pau Navarro,Villarreal,9rtfwu0z7qtk1kglenp2vm13o,7,1.0
Thiago Fernández,Real Oviedo,9xyhn7xadm9zl908lonnj0x04,7,0.8648648648648649
Rubén Blanco,Girona,4dbs7cgevy096gouv60eurh05,7,1.0
Omar Mascarell,Mallorca,bkvvapojagxvj17nzk3oy8ct1,8,1.0
Antonio Sánchez,Mallorca,2td3iejdken4orcduqrdutrhm,8,1.0
Leo Román,Mallorca,5qh2kdatvb03o8oiqvkaaxje2,9,1.0
Cucho Hernández,Betis,8aao79b1g77c5jhp1n0w60xrd,31,0.8461538461538461
Antonio Lato,Mallorca,f1e3gi3dx3er2vz7loriw6e39,7,0.8571428571428571
Willy Kambwala,Villarreal,bxp1wr68i1mykrkj3083mvml0,7,0.8333333333333334
Pablo Maffeo,Mallorca,22dchchxwrsty67ultrs61qz9,12,1.0
Nacho Vidal,Real Oviedo,akjusy9dt1qd2fjhttviek6ol,9,1.0
Manuel Morlanes,Mallorca,12qc3dkodeb8ykg6pc0kqf2l1,9,0.9285714285714286
Martin Valjent,Mallorca,9t88fceutc2x108ga0qkzkafp,13,1.0
Tyrhys Dolan,Espanyol,bce703taa20nxg814t2giuei,8,1.0
Abdon Prats,Mallorca,2wdjbfzaiokiawrbn5wzsx61h,7,1.0
Javi Llabrés,Mallorca,4rcsvuxnotyjoo72f8okudh5g,7,1.0
Gerard Gumbau,Rayo,f0a2qk3jzxercn67bben5eled,8,1.0
Giovani Lo Celso,Betis,dhtb9gizk25k1u3h0b7xgy4tl,24,1.0
Gonzalo García,Real Madrid,4o9d3hpjlicgce9gtbewyzhn8,10,1.0
Vedat Muriqi,Mallorca,3pwr7lqvo4o08c4nvzqpuue39,19,1.0
Víctor Muñoz,Osasuna,d358ce00vstqg3ilinhcc10r8,7,1.0
Samú Costa,Mallorca,1km9nvqz03yoj9cxpv127id7u,15,1.0
José Manuel Copete,Valencia,3n66mcws9belxbv3pu5uwhfu2,10,0.8571428571428571
Orri Steinn Óskarsson,Real Sociedad,euur9yvhgrieu4kl0vdkh244q,10,1.0
Nobel Mendy,Rayo,cdsidpd0i3ub2tvw47qt813x0,7,1.0
Jorge Cestero,Real Madrid,ecmpznived7xp45o7bm96csno,7,0.7878787878787878
Arnaut Danjuma,Valencia,4rktv6j9sioe0gmu7jt77fsh5,10,0.782608695652174
Renzo Saravia,Valencia,1df6vkt0yostndfiypbily0np,8,1.0
Haissem Hassan,Real Oviedo,7kyxr0ntcthtbohvozw93v52i,8,1.0
Hugo Rincón,Girona,eku9q64i0rwdxytris5ahfyms,7,1.0
Moi Gómez,Osasuna,5t2ngljfiapcn98qlnbifg53p,8,1.0
Natan,Betis,2r4450bqkmpcf1ogmcfhvczmy,12,1.0
Valentín Gómez,Betis,79u84y1eb01yyp8mhpej75q1g,14,0.8235294117647058
Leander Dendoncker,Real Oviedo,1emj0rlthc8syfleox4c39kut,18,1.0
Ugo Raghouber,Levante,dlxi9jrz36ge900qdsd9c0mlm,7,1.0
Rubén García,Osasuna,9xbo6c8uq29ueuyinngjjiaj9,18,1.0
Matteo Ruggeri,Atlético,7mvqysbmyf6uj3jny3qpqw2ga,20,1.0
Jesús Areso,Athletic,7r7wgbcu7vmlj19m9jpjhu1yi,13,1.0
Pau López,Betis,26atxu4fr8f87oi8mt6z70mhh,15,1.0
Andrés Castrín,Sevilla,bofeh3blk8nn3ml0pjwuig4r8,8,1.0
Kike García,Espanyol,4l2rgx65vzgrrxorbc1edq8yd,14,1.0
Jon Moncayola,Osasuna,f4gpe0pxov8sea9e0fs24h8q2,11,1.0
Manu Fernández,Celta,c2z40s3jlj0xsyoihce3ksdbe,7,1.0
Antonio Blanco,Alavés,4zve4017u2i3zvxlnjruv25t5,12,1.0
Johan Mojica,Mallorca,dfjph36vcwfj5cevut4x3vf11,13,0.8
Alex Padilla,Athletic,b9q69u0q11bjpu0393sdy50,7,0.8571428571428571
Pablo Ibáñez,Alavés,eqw6fu3no9qxejk17tqgeey5m,8,1.0
Julio Díaz,Atlético,9mh4ven84dualv113vxinqn10,8,1.0
Pablo Durán,Celta,9ksvo095xi2t4q4pvgxa836z8,9,1.0
Javi López,Real Oviedo,6p8xl2smgf1ta7txpcj7cabu2,9,1.0
Aitor Fernández,Osasuna,15no5m0njma23gf0ygu9agt05,8,1.0
Antonio Sivera,Alavés,c7i0lduij4vsnluxisdnaxsk5,13,1.0
Alejandro Catena,Osasuna,bi8nrmyaxsgbhixw921fzvm5l,14,1.0
Jon Guridi,Alavés,bccp1nvtoc3n1q4g4sw1p7ro5,10,1.0
Iker Muñoz,Osasuna,1wezo3pjdktc0iqaxze3uh2sq,7,1.0
Unai Vencedor,Levante,7x2c4pr7hvku5zp0dnjcpy0yy,8,1.0
Andoni Gorosabel,Athletic,b91n9sdabth8oocdawayybdud,10,1.0
Sergio Herrera,Osasuna,amjegysk3et638l4od103c7o5,15,1.0
Ander Guevara,Alavés,cme92rbmqszu51sjm99ho8a21,9,1.0
Kike Barja,Osasuna,2zcha0sd7axiu2s2c0bccz2s5,7,1.0
Nico Serrano,Athletic,26wj6flfqi59vgz6vwjgur2ay,7,1.0
Adrián Liso,Getafe,alz5rwbxued4hgkts0panocus,8,1.0
Thiago Pitarch,Real Madrid,9ksawmk9ligul6vfjihf50r8,7,1.0
Luis Rioja,Valencia,6kc8ieszwg6u00e3sa554y7yt,17,1.0
Raúl García,Osasuna,cy3c0cj6yy1mokaj0mlk4k9re,8,1.0
Martín Satriano,Getafe,c68syh6axbkqmcmvrpumqb8mi,11,0.8
Ante Budimir,Osasuna,946z96r5q70ryslp3hlhafnx1,33,1.0
Álex Sancris,Getafe,1h9m92ke4lsj8jzb1l5wfqsmi,8,1.0
Rafa Marín,Villarreal,d27r61wcc9az0shpevisc4iga,9,1.0
Lucas Torró,Osasuna,d3pdr28q2n295ldry2lc1uklx,16,1.0
Gerard Martín,Barcelona,6l1y87tlepsvr83d8y2qifeqy,11,1.0
Sebastián Boselli,Getafe,4wkn0nrhl9gmaflvw2wdoup04,7,0.7727272727272727
Juan Cruz,Osasuna,8ij122duxc65thlj8flk2xdjp,8,1.0
Nahuel Tenaglia,Alavés,9tw6rz3lfmn06fzsabtx9ei95,15,0.8
Aimar Oroz,Osasuna,bpf2fcb73l96fwspo72shmkiy,22,1.0
Lucas Boyé,Alavés,9ivrglgy0tibv881e1a93psr9,9,0.7692307692307693
Justin Kalumba,Mallorca,c3f7tpb57qho5z9agsxtcopas,7,0.782608695652174
Jorge Herrando,Osasuna,5b9awsil5bgqrsc13xsoj35nu,8,1.0
Víctor García,Levante,a5a9d3z93jct2dtg6ajpi26ay,13,1.0
Álvaro García,Rayo,8eh38t4oyyt728co362f6uqqd,16,1.0
Renato Veiga,Villarreal,bfdtduknquzhr2br7ahlgvvo4,15,1.0
Abdel Abqar,Getafe,br4wylyaeqyxoss5of7r51boq,10,0.8148148148148148
Unai López,Rayo,u04ao1ldrjjesgqq52o7ghqt,10,1.0
Aymeric Laporte,Athletic,7fmpgkx58o9pivo2bbnxxkt05,22,1.0
Xavi Espart,Barcelona,1jpq7xvsg1xh51ff03qukrj84,7,1.0
Carlos Benavidez,Alavés,16mj3l623plqx1hm9zvpvn5yh,7,0.6530612244897959
Iker Benito,Osasuna,6nq6p1kfoejfmnzpckquv4tn8,8,1.0
Martim Neto,Elche,dkdy6ighxc2j05suqc2odry3u,7,1.0
Florian Lejeune,Rayo,533095rnz0k8mxqe6gzn0mfo5,17,0.75
Manu Bueno,Sevilla,35i9zcb2szve0ydjga9qnj384,7,1.0
Abde Rebbach,Alavés,1ttc96b92xjfx1ta3vdwya0dm,8,0.8571428571428571
Giuliano Simeone,Atlético,5es43b4a7fv0lkmp63dj439ey,21,0.8
Isi Palazón,Rayo,3ca7tqrdasmeop6ud9zot0wdl,16,1.0
Vladyslav Krapyvtsov,Girona,9jhm9qxoeqad7lm5i2nemgwes,7,1.0
Kervin Arriaga,Levante,kdf39fz73dd5n2nzlsuwbq3t,9,0.782608695652174
Óscar Valentín,Rayo,8onruhr4es313aq52xsl7nxlh,9,1.0
Pape Gueye,Villarreal,ekm47qd8w1x0456lm1tmf5re1,17,0.8235294117647058
Miguel Ángel Rubio,Espanyol,6x42rn7aburucovfe7mke9ld6,8,0.8372093023255814
Ferran Jutglà,Celta,9mlj7fxon5zy1qmktvvcwjrl6,28,1.0
Álex Berenguer,Athletic,do5tibysnhbnbw18nwdo39kut,25,1.0
Óscar Trejo,Rayo,676ehh6cwla4o9igey7qr1uqd,7,0.7857142857142857
Stole Dimitrievski,Valencia,5dfvefxvwj8kixbajluw25mtx,8,1.0
Pere Milla,Espanyol,1ore4ght7ls393tcpbmah9dcl,7,1.0
Carlos Macià,Villarreal,bzq3430ybx8y4n09hgqtxkt90,7,1.0
Yuri Berchiche,Athletic,8hm6d6395johhjsoe8jz6dcyd,11,0.8235294117647058
David Costas,Real Oviedo,d6xt27yn0fv6f1g9de5yuwwyd,9,1.0
Sergio Camello,Rayo,1bdnkqbxm2u5ror7ipig5m73e,8,1.0
Pablo Campos,Levante,3072da88jl9fou9gi2c5j3bx0,7,0.8
Iñaki Williams,Athletic,ddvvwqxpsqqboupi3gx1ijhed,30,0.8333333333333334
Jorge de Frutos,Rayo,c157xhi78x9cykn7xz816bjd,15,1.0
Íñigo Ruiz de Galarreta,Athletic,7ubtan6a51o79w469zawrqqqd,15,1.0
Alfonso Espino,Rayo,2qauzcv74cd8uqfv2ibl52ymt,8,0.7
Fernando Calero,Espanyol,2rqxh5mex336ci45jaw428y5l,8,1.0
Duje Caleta-Car,Real Sociedad,6gymgqxnu2zavuxgp6amm3zkl,16,0.9333333333333333
Manuel Ángel,Real Madrid,2spn42sn73gxwyt6ucobiknl6,7,1.0
Íñigo Lekue,Athletic,v7isqpxiursyjhj5rmhyhjv9,8,1.0
Iván Balliu,Rayo,bpfp895223p7w0px2ui3nb2l1,9,0.8421052631578947
Santi Cazorla,Real Oviedo,bw58qgyapbrlir4h629cr5uj9,9,1.0
Mikel Vesga,Athletic,83n1qv6ypl625aolzjeqifv11,8,1.0
Leandro Cabrera,Espanyol,6810qbng9pfg1bztczv11grmd,12,0.75
Jon Gorrotxategi,Real Sociedad,706la37b8u3v3n6mqtbjs73mc,8,1.0
Alejandro Rego,Athletic,1xsrdgt40nb6p9qvt6mf272fo,8,1.0
César Palacios,Real Madrid,3r4r3w44ski0d4175zfe1iy38,8,1.0
Yeray Álvarez,Athletic,uzzq2p3s1qnb3wv1pee3mcph,13,0.8125
Dani Cárdenas,Rayo,9xhbpn45z9wvjidbmparzkdm1,8,1.0
Marash Kumbulla,Mallorca,cddggachzf198p1yhq9owtofd,11,1.0
Dani Calvo,Real Oviedo,ej7ydno7l3dv6xiqpaxrxbmqd,9,1.0
Zaid Romero,Getafe,buglwgk2hthoyqt1ocghya92i,7,0.8421052631578947
Pathé Ciss,Rayo,1ho7koiegfhsuevuum2meibu2,12,0.75
Bryan Gil,Girona,cjd62gwj9ptwrrtu6y6xnpeui,15,1.0
Dani Vivian,Athletic,9d5h5wxf44qu4fw3jk2pgis16,21,1.0
Randy Nteka,Rayo,a045sz2acqbfgyq9puwsu8sx6,8,1.0
Iker Losada,Levante,38igxi5sn8v00xtciwhqb44fe,8,1.0
Claudio Echeverri,Girona,b3sexumsdp9m96rkp5da0r47o,12,0.7906976744186046
Andrei Ratiu,Rayo,38dhmhce7deuqgqmc3p7nhai2,16,0.7096774193548387
Joan Garcia,Barcelona,5f8kjgsaabn2li5r7bvpebbsa,26,1.0
Alejandro Francés,Girona,8nxr373i7g1m2ch2lk6k03ckq,8,1.0
Jofre Torrents,Barcelona,30pqkknatgokvb4ezeesbc00k,7,1.0
Unai Simón,Athletic,4vlurpsi44g09g159t61u83bp,20,1.0
Pep Chavarría,Rayo,amt4voyjzhnvr55t08hzlw50q,11,1.0
Valentin Rosier,Osasuna,3ex56ma2xf94ex429ay35gusp,12,0.7142857142857143
Alemão,Rayo,7ppmuz6ays7s0v3gk2x4ecb1l,8,1.0
Gorka Guruzeta,Athletic,3tzvbdszdrj1tayik9igbve8l,16,1.0
Abdul Mumin,Rayo,lp63o37czdwete0smmu62k89,10,0.7777777777777778
Javi Puado,Espanyol,e5qp6dh1prc55llew51zpy1gp,20,1.0
Oihan Sancet,Athletic,dfcbvsb7o18lavmonbp5ucwoa,34,1.0
Mateu Morey,Mallorca,5tsp2m5z3xie07ax0wq1qqsix,7,1.0
Federico Viñas,Real Oviedo,6nr7ekkfr3n9tr44z6fowj5gq,8,0.6666666666666666
Davinchi,Getafe,5cti09ebqg7or3stoh5k2mo7o,7,1.0
Julen Agirrezabala,Valencia,1tctbwsidibct7wphjgv8mdm2,12,1.0
David Alaba,Real Madrid,6w5wyari2p4bh2zzy2x2f6hg5,11,0.7777777777777778
Pol Lozano,Espanyol,74wjzeja92l4q8fpy1bkmcsfd,8,1.0
Nelson Deossa,Betis,72pvwj4z6j8xwsgs6zlhr5e6s,20,0.7619047619047619
Nico Williams,Athletic,66jotyvbhtz5cjvhbby6luelm,47,1.0
Brahim Díaz,Real Madrid,3jln1gzc0859ymphvq83i0mp5,23,1.0
Takuma Asano,Mallorca,2bzdn7cqqonejqmlq85w8z6qd,9,1.0
Beñat Prados,Athletic,352ywlfcjt329s7etjn4rkui2,15,1.0
Kwasi Sibo,Real Oviedo,7qoshvypodx2yovs65d29kgoa,7,1.0
Álex Moreno,Girona,3m7wjcmet9b8sc5tu0ct8j0et,14,1.0
Daniel Carvajal,Real Madrid,7oykphzczagr975xsqt70s89h,13,0.9285714285714286
Aitor Paredes,Athletic,5kd57453a90zahgdxwkghr816,12,1.0
Eduardo Camavinga,Real Madrid,en2c7z1raqmcwee78297pbnu2,21,0.85
Ander Yoldi,Osasuna,1ox1j4inota1w7xkzzn7w46j8,7,0.5333333333333333
Mikel Jauregizar,Athletic,ck7lu09geq8mi6vkf2llyi5ii,14,1.0
Ferland Mendy,Real Madrid,6q69l3ppqfqbryjubcrujfi6t,12,0.8125
Unai Gómez,Athletic,b2rqgjegzeyq6wy6qu63zz2fo,8,1.0
Abel Bretones,Osasuna,bvs3rixmobb9gje6kfvhgb52i,9,1.0
Lucas Ahijado,Real Oviedo,8n42fc5g0qewvh9pdh4ef1e51,7,1.0
Adama Boiro,Athletic,5ayo0fp6wod7cqg71e38zdz4k,7,1.0
Edu Expósito,Espanyol,8qvqdjw1d58mw7420lpmk7bah,12,1.0
Dani Ceballos,Real Madrid,i48mf81fxn2af1xxjzfi8gr9,15,1.0
Santiago Colombatto,Real Oviedo,1u9sn1cu0pq16mina2q6d6dwp,12,1.0
Koke Resurrección,Atlético,b9kfek16otvdorssn0wzkb36d,15,0.6976744186046512
Antonio Rüdiger,Real Madrid,6fzbp94hf19ysotdassrqdc5x,15,1.0
Rubén Sánchez,Espanyol,4ypoy27moehhbiaf3o1bntht6,7,1.0
Ángel Fortuño,Espanyol,1wylybleussatoxg8u6reao2y,7,1.0
Antoine Griezmann,Atlético,716n1970vi9rvw5b4w9qmjfth,31,1.0
Fran García,Real Madrid,39c5g6782qlrtw55fsre7exnt,16,1.0
Facundo Garcés,Alavés,658ed5dqfrdd5fe7ayo9eo1rd,8,0.8235294117647058
José María Giménez,Atlético,548jzfl9higq44w9bgqvcjh05,13,0.782608695652174
Jofre Carreras,Espanyol,59u1gn30f6bg5lr06zsglykq2,10,1.0
Federico Valverde,Real Madrid,1i9wi65k2foqwudeqiyih87hl,53,0.7407407407407407
Omar El Hilali,Espanyol,7h0b81yjiiu356rycsakgd0yc,13,0.88
Andriy Lunin,Real Madrid,38bp85766w04a0nuulq5fiig9,13,0.9166666666666666
Rahim Alhassane,Real Oviedo,4aszgga510z652sajxoea2has,7,0.8461538461538461
Vinicius Junior,Real Madrid,b4witgokm49tidm1a83qcvbop,54,1.0
Luiz Felipe,Rayo,f5blplnlgn04f54kqsfx1b7qh,9,1.0
Diego Kochen,Barcelona,9s5uadkz3qy2nke745778dfys,7,1.0
Jan Oblak,Atlético,2yt9oajv9dkbju8tgy1g2nmqd,20,1.0
Thibaut Courtois,Real Madrid,6crmq7vzqts58wg196q48sc7p,21,0.7692307692307693
Jones El-Abdellaoui,Celta,530jf9kq6s7dqggz6how0lt04,7,1.0
Éder Militão,Real Madrid,8wvkrrbqqthuwda8twg03yuax,13,1.0
Antoniu Roca,Espanyol,1am59svvwz5idpdjq307dd5hw,7,1.0
Fer López,Celta,9g4ojrys88awchyj6zgmd6oes,8,1.0
Alberto Reina,Real Oviedo,a4r44oe89pwoinogij6t0go6i,7,1.0
Marcos Llorente,Atlético,amxunh6enoc99r07cp7qt621h,26,1.0
Rodrygo Goes,Real Madrid,broq8imimhtlejtffissquy5m,37,0.7368421052631579
